Peak#,X,Y,Phase
3570,29,685,Tpp
3571,604,661,Tpp
3572,784,569,Tpp
3573,904,765,Tpp
3574,148,378,Tpp
3575,194,480,Tpp
3576,727,53,Tpp
3577,392,356,Tpp
3578,498,777,Tpp
3579,816,720,Tpp
3580,149,126,Tpp
3581,507,698,Tpp
3582,849,591,Tpp
3583,975,430,Tpp
3584,779,53,Tpp
3585,740,399,Tpp
3586,655,835,Tpp
3587,794,868,Tpp
3588,940,858,Tpp
3589,911,591,Tpp
3590,864,17,Tpp
3591,155,136,Tpp
3592,999,867,Tpp
3593,444,652,Tpp
3594,138,799,Tpp
3595,321,686,Tpp
3596,604,755,Tpp
3597,354,629,Tpp
3598,413,731,Tpp
3599,387,685,Tpp
3600,131,275,Tpp
3601,969,603,Tpp
3602,660,881,Tpp
3603,361,273,Tpp
3604,264,170,Tpp
3605,495,285,Tpp
3606,905,626,Tpp
3607,771,291,Tpp
3608,631,87,Tpp
3609,924,199,Tpp
3610,194,662,Tpp
3611,40,730,Tpp
3612,528,478,Tpp
3613,232,570,Tpp
3614,797,339,Tpp
3615,507,55,Tpp
3616,572,32,Tpp
3617,930,351,Tpp
3618,786,61,Tpp
3619,887,338,Tpp
3620,97,81,Tpp
3621,566,342,Tpp
3622,989,176,Tpp
3623,502,455,Tpp
3624,144,709,Tpp
3625,782,661,Tpp
3626,874,431,Tpp
3627,824,546,Tpp
3628,409,894,Tpp
3629,540,319,Tpp
3630,208,457,Tpp
3631,297,158,Tpp
3632,230,917,Tpp
3633,437,297,Tpp
3634,524,869,Tpp
3635,553,42,Tpp
3636,546,78,Tpp
3637,103,389,Tpp
3638,975,774,Tpp
3639,605,982,Tpp
3640,597,995,Tpp
3641,275,972,Tpp
3642,431,402,Tpp
3643,103,755,Tpp
3644,136,287,Tpp
3645,931,281,Tpp
3646,259,181,Tpp
3647,975,752,Tpp
3648,571,652,Tpp
3649,994,604,Tpp
3650,583,1018,Tpp
3651,943,742,Tpp
3652,162,629,Tpp
3653,241,916,Tpp
3654,405,240,Tpp
3655,399,41,Tpp
3656,668,247,Tpp
3657,116,136,Tpp
3658,750,627,Tpp
3659,65,984,Tpp
3660,975,545,Tpp
3661,925,430,Tpp
3662,821,981,Tpp
3663,366,721,Tpp
3664,302,562,Tpp
3665,784,499,Tpp
3666,154,66,Tpp
3667,367,286,Tpp
3668,610,995,Tpp
3669,35,674,Tpp
3670,157,686,Tpp
3671,521,100,Tpp
3672,502,134,Tpp
3673,798,268,Tpp
3674,976,453,Tpp
3675,120,12,Tpp
3676,206,341,Tpp
3677,284,813,Tpp
3678,484,170,Tpp
3679,453,835,Tpp
3680,147,34,Tpp
3681,419,1017,Tpp
3682,849,810,Tpp
3683,927,16,Tpp
3684,341,629,Tpp
3685,469,286,Tpp
3686,278,825,Tpp
3687,428,858,Tpp
3688,1021,141,Tpp
3689,309,525,Tpp
3690,431,287,Tpp
3691,430,1017,Tpp
3692,617,960,Tpp
3693,253,218,Tpp
3694,38,368,Tpp
3695,110,537,Tpp
3696,679,638,Tpp
3697,215,917,Tpp
3698,744,546,Tpp
3699,695,411,Tpp
3700,250,469,Tpp
3701,938,384,Tpp
3702,637,145,Tpp
3703,976,498,Tpp
3704,967,420,Tpp
3705,714,236,Tpp
3706,766,845,Tpp
3707,191,983,Tpp
3708,248,767,Tpp
3709,868,581,Tpp
3710,10,606,Tpp
3711,188,240,Tpp
3712,630,225,Tpp
3713,335,343,Tpp
3714,687,308,Tpp
3715,834,545,Tpp
3716,277,677,Tpp
3717,165,894,Tpp
3718,303,676,Tpp
3719,106,456,Tpp
3720,979,61,Tpp
3721,913,107,Tpp
3722,766,798,Tpp
3723,624,822,Tpp
3724,207,367,Tpp
3725,546,514,Tpp
3726,584,285,Tpp
3727,430,629,Tpp
3728,849,660,Tpp
3729,962,682,Tpp
3730,54,859,Tpp
3731,705,729,Tpp
3732,677,925,Tpp
3733,604,683,Tpp
3734,236,768,Tpp
3735,341,744,Tpp
3736,513,593,Tpp
3737,118,616,Tpp
3738,322,134,Tpp
3739,219,181,Tpp
3740,873,337,Tpp
3741,354,193,Tpp
3742,329,515,Tpp
3743,437,412,Tpp
3744,187,446,Tpp
3745,585,674,Tpp
3746,443,356,Tpp
3747,368,822,Tpp
3748,468,950,Tpp
3749,188,698,Tpp
3750,180,708,Tpp
3751,650,821,Tpp
3752,798,810,Tpp
3753,508,559,Tpp
3754,938,752,Tpp
3755,962,267,Tpp
3756,608,628,Tpp
3757,303,217,Tpp
3758,1007,512,Tpp
3759,621,605,Tpp
3760,399,685,Tpp
3761,194,526,Tpp
3762,637,995,Tpp
3763,39,961,Tpp
3764,835,408,Tpp
3765,312,972,Tpp
3766,217,777,Tpp
3767,579,133,Tpp
3768,61,698,Tpp
3769,803,329,Tpp
3770,744,661,Tpp
3771,225,332,Tpp
3772,924,522,Tpp
3773,476,65,Tpp
3774,187,606,Tpp
3775,123,103,Tpp
3776,245,571,Tpp
3777,437,569,Tpp
3778,347,135,Tpp
3779,310,456,Tpp
3780,341,263,Tpp
3781,264,470,Tpp
3782,611,145,Tpp
3783,735,431,Tpp
3784,817,121,Tpp
3785,481,286,Tpp
3786,57,126,Tpp
3787,548,332,Tpp
3788,843,650,Tpp
3789,1014,475,Tpp
3790,662,950,Tpp
3791,437,662,Tpp
3792,245,21,Tpp
3793,786,476,Tpp
3794,745,109,Tpp
3795,890,374,Tpp
3796,336,297,Tpp
3797,457,240,Tpp
3798,911,636,Tpp
3799,340,974,Tpp
3800,90,45,Tpp
3801,418,287,Tpp
3802,501,501,Tpp
3803,22,629,Tpp
3804,508,536,Tpp
3805,251,493,Tpp
3806,489,320,Tpp
3807,593,178,Tpp
3808,45,559,Tpp
3809,751,560,Tpp
3810,148,652,Tpp
3811,777,743,Tpp
3812,284,319,Tpp
3813,73,559,Tpp
3814,750,651,Tpp
3815,458,721,Tpp
3816,966,61,Tpp
3817,610,124,Tpp
3818,579,248,Tpp
3819,122,766,Tpp
3820,714,214,Tpp
3821,140,45,Tpp
3822,989,221,Tpp
3823,124,798,Tpp
3824,219,685,Tpp
3825,514,1005,Tpp
3826,64,894,Tpp
3827,638,76,Tpp
3828,578,1005,Tpp
3829,648,560,Tpp
3830,302,148,Tpp
3831,699,582,Tpp
3832,386,960,Tpp
3833,867,536,Tpp
3834,397,775,Tpp
3835,798,834,Tpp
3836,727,8,Tpp
3837,251,124,Tpp
3838,804,513,Tpp
3839,975,914,Tpp
3840,738,973,Tpp
3841,624,698,Tpp
3842,310,686,Tpp
3843,381,822,Tpp
3844,388,273,Tpp
3845,28,527,Tpp
3846,444,468,Tpp
3847,13,1006,Tpp
3848,513,389,Tpp
3849,353,378,Tpp
3850,745,915,Tpp
3851,618,224,Tpp
3852,323,20,Tpp
3853,770,638,Tpp
3854,796,638,Tpp
3855,734,409,Tpp
3856,361,435,Tpp
3857,4,274,Tpp
3858,911,407,Tpp
3859,956,420,Tpp
3860,175,653,Tpp
3861,193,181,Tpp
3862,284,180,Tpp
3863,442,674,Tpp
3864,634,629,Tpp
3865,238,101,Tpp
3866,881,466,Tpp
3867,791,305,Tpp
3868,744,753,Tpp
3869,842,259,Tpp
3870,43,479,Tpp
3871,367,355,Tpp
3872,425,42,Tpp
3873,399,731,Tpp
3874,558,537,Tpp
3875,573,285,Tpp
3876,293,1003,Tpp
3877,355,402,Tpp
3878,854,559,Tpp
3879,212,217,Tpp
3880,612,845,Tpp
3881,340,380,Tpp
3882,182,571,Tpp
3883,426,570,Tpp
3884,674,491,Tpp
3885,68,883,Tpp
3886,834,637,Tpp
3887,771,569,Tpp
3888,765,376,Tpp
3889,492,766,Tpp
3890,554,341,Tpp
3891,100,492,Tpp
3892,611,423,Tpp
3893,277,171,Tpp
3894,740,307,Tpp
3895,841,560,Tpp
3896,283,295,Tpp
3897,753,513,Tpp
3898,1020,280,Tpp
3899,174,35,Tpp
3900,608,560,Tpp
3901,326,788,Tpp
3902,154,754,Tpp
3903,457,169,Tpp
3904,167,135,Tpp
3905,674,308,Tpp
3906,175,821,Tpp
3907,450,390,Tpp
3908,347,366,Tpp
3909,842,994,Tpp
3910,784,834,Tpp
3911,1013,452,Tpp
3912,615,592,Tpp
3913,381,402,Tpp
3914,572,423,Tpp
3915,329,538,Tpp
3916,271,617,Tpp
3917,663,145,Tpp
3918,93,859,Tpp
3919,297,296,Tpp
3920,653,685,Tpp
3921,751,237,Tpp
3922,84,821,Tpp
3923,956,928,Tpp
3924,553,457,Tpp
3925,683,480,Tpp
3926,687,950,Tpp
3927,157,548,Tpp
3928,59,195,Tpp
3929,103,297,Tpp
3930,439,456,Tpp
3931,272,342,Tpp
3932,476,731,Tpp
3933,866,742,Tpp
3934,890,786,Tpp
3935,747,500,Tpp
3936,558,192,Tpp
3937,360,594,Tpp
3938,4,835,Tpp
3939,200,631,Tpp
3940,214,240,Tpp
3941,385,939,Tpp
3942,218,731,Tpp
3943,219,66,Tpp
3944,964,198,Tpp
3945,649,514,Tpp
3946,22,266,Tpp
3947,181,366,Tpp
3948,507,582,Tpp
3949,399,227,Tpp
3950,481,9,Tpp
3951,727,513,Tpp
3952,890,858,Tpp
3953,835,893,Tpp
3954,763,260,Tpp
3955,842,167,Tpp
3956,59,264,Tpp
3957,855,627,Tpp
3958,1000,522,Tpp
3959,988,360,Tpp
3960,379,311,Tpp
3961,430,378,Tpp
3962,1008,650,Tpp
3963,342,333,Tpp
3964,528,249,Tpp
3965,450,478,Tpp
3966,745,592,Tpp
3967,296,367,Tpp
3968,438,274,Tpp
3969,969,673,Tpp
3970,354,845,Tpp
3971,183,768,Tpp
3972,223,995,Tpp
3973,636,8,Tpp
3974,924,614,Tpp
3975,283,89,Tpp
3976,772,409,Tpp
3977,761,858,Tpp
3978,173,149,Tpp
3979,969,741,Tpp
3980,771,477,Tpp
3981,803,972,Tpp
3982,577,342,Tpp
3983,681,295,Tpp
3984,384,616,Tpp
3985,597,744,Tpp
3986,630,64,Tpp
3987,744,569,Tpp
3988,566,684,Tpp
3989,975,336,Tpp
3990,3,660,Tpp
3991,53,433,Tpp
3992,849,175,Tpp
3993,335,686,Tpp
3994,348,296,Tpp
3995,688,400,Tpp
3996,295,227,Tpp
3997,624,514,Tpp
3998,886,360,Tpp
3999,643,1006,Tpp
4000,175,629,Tpp
4001,278,402,Tpp
4002,262,80,Tpp
4003,413,456,Tpp
4004,913,291,Tpp
4005,520,401,Tpp
4006,401,809,Tpp
4007,681,364,Tpp
4008,327,33,Tpp
4009,519,675,Tpp
4010,488,937,Tpp
4011,449,569,Tpp
4012,507,972,Tpp
4013,868,674,Tpp
4014,431,995,Tpp
4015,789,674,Tpp
4016,21,104,Tpp
4017,437,249,Tpp
4018,481,309,Tpp
4019,1008,974,Tpp
4020,573,742,Tpp
4021,167,44,Tpp
4022,905,489,Tpp
4023,707,936,Tpp
4024,957,512,Tpp
4025,846,775,Tpp
4026,689,168,Tpp
4027,761,17,Tpp
4028,553,569,Tpp
4029,400,478,Tpp
4030,290,424,Tpp
4031,277,217,Tpp
4032,47,491,Tpp
4033,186,355,Tpp
4034,271,835,Tpp
4035,792,257,Tpp
4036,104,662,Tpp
4037,350,859,Tpp
4038,2,299,Tpp
4039,469,263,Tpp
4040,647,653,Tpp
4041,624,169,Tpp
4042,264,216,Tpp
4043,227,801,Tpp
4044,332,939,Tpp
4045,505,858,Tpp
4046,266,240,Tpp
4047,236,995,Tpp
4048,156,662,Tpp
4049,512,755,Tpp
4050,418,513,Tpp
4051,976,684,Tpp
4052,469,147,Tpp
4053,701,76,Tpp
4054,879,995,Tpp
4055,314,583,Tpp
4056,423,412,Tpp
4057,398,939,Tpp
4058,110,846,Tpp
4059,242,777,Tpp
4060,963,961,Tpp
4061,867,236,Tpp
4062,516,809,Tpp
4063,782,684,Tpp
4064,188,424,Tpp
4065,823,1005,Tpp
4066,546,123,Tpp
4067,39,525,Tpp
4068,228,982,Tpp
4069,789,765,Tpp
4070,468,422,Tpp
4071,975,407,Tpp
4072,526,523,Tpp
4073,507,9,Tpp
4074,810,84,Tpp
4075,888,894,Tpp
4076,103,835,Tpp
4077,494,582,Tpp
4078,220,388,Tpp
4079,128,45,Tpp
4080,565,662,Tpp
4081,694,1004,Tpp
4082,725,582,Tpp
4083,405,629,Tpp
4084,442,606,Tpp
4085,874,476,Tpp
4086,1007,742,Tpp
4087,647,674,Tpp
4088,746,247,Tpp
4089,271,814,Tpp
4090,340,950,Tpp
4091,918,558,Tpp
4092,874,246,Tpp
4093,387,320,Tpp
4094,424,274,Tpp
4095,28,661,Tpp
4096,1011,868,Tpp
4097,289,170,Tpp
4098,456,582,Tpp
4099,583,628,Tpp
4100,893,582,Tpp
4101,393,424,Tpp
4102,749,765,Tpp
4103,893,465,Tpp
4104,605,958,Tpp
4105,256,937,Tpp
4106,1014,937,Tpp
4107,603,570,Tpp
4108,746,16,Tpp
4109,521,239,Tpp
4110,329,629,Tpp
4111,180,294,Tpp
4112,489,569,Tpp
4113,783,915,Tpp
4114,552,914,Tpp
4115,291,561,Tpp
4116,717,870,Tpp
4117,148,194,Tpp
4118,618,179,Tpp
4119,866,558,Tpp
4120,900,177,Tpp
4121,310,593,Tpp
4122,456,446,Tpp
4123,625,927,Tpp
4124,709,432,Tpp
4125,904,513,Tpp
4126,258,525,Tpp
4127,843,120,Tpp
4128,327,653,Tpp
4129,47,651,Tpp
4130,519,582,Tpp
4131,277,722,Tpp
4132,597,766,Tpp
4133,494,357,Tpp
4134,872,384,Tpp
4135,610,1018,Tpp
4136,405,560,Tpp
4137,1020,418,Tpp
4138,251,193,Tpp
4139,388,500,Tpp
4140,252,378,Tpp
4141,898,384,Tpp
4142,441,835,Tpp
4143,392,309,Tpp
4144,204,917,Tpp
4145,283,44,Tpp
4146,1003,60,Tpp
4147,726,121,Tpp
4148,969,718,Tpp
4149,112,798,Tpp
4150,1008,559,Tpp
4151,654,570,Tpp
4152,620,859,Tpp
4153,986,773,Tpp
4154,223,973,Tpp
4155,959,797,Tpp
4156,321,893,Tpp
4157,398,390,Tpp
4158,277,124,Tpp
4159,688,99,Tpp
4160,1002,268,Tpp
4161,668,1005,Tpp
4162,239,824,Tpp
4163,295,982,Tpp
4164,181,616,Tpp
4165,849,454,Tpp
4166,289,907,Tpp
4167,458,216,Tpp
4168,476,547,Tpp
4169,354,583,Tpp
4170,783,1005,Tpp
4171,855,235,Tpp
4172,860,961,Tpp
4173,232,273,Tpp
4174,759,223,Tpp
4175,128,939,None
4176,675,513,Tpp
4177,193,732,Tpp
4178,168,342,Tpp
4179,104,709,Tpp
4180,636,765,Tpp
4181,295,639,Tpp
4182,674,559,Tpp
4183,238,607,Tpp
4184,837,858,Tpp
4185,496,560,Tpp
4186,746,386,Tpp
4187,392,9,Tpp
4188,349,65,Tpp
4189,667,639,Tpp
4190,700,743,Tpp
4191,316,240,Tpp
4192,419,698,Tpp
4193,399,707,Tpp
4194,699,629,Tpp
4195,314,401,Tpp
4196,513,569,Tpp
4197,906,467,Tpp
4198,251,630,Tpp
4199,559,353,Tpp
4200,162,217,Tpp
4201,828,648,Tpp
4202,874,153,Tpp
4203,644,63,Tpp
4204,195,860,Tpp
4205,900,314,Tpp
4206,828,972,Tpp
4207,828,352,Tpp
4208,720,317,Tpp
4209,649,446,Tpp
4210,532,628,Tpp
4211,636,400,Tpp
4212,369,846,Tpp
4213,547,192,Tpp
4214,14,321,Tpp
4215,74,447,Tpp
4216,391,32,Tpp
4217,720,592,Tpp
4218,728,845,Tpp
4219,136,652,Tpp
4220,578,87,Tpp
4221,257,251,Tpp
4222,760,476,Tpp
4223,254,893,Tpp
4224,534,378,Tpp
4225,624,55,Tpp
4226,451,685,Tpp
4227,405,333,Tpp
4228,1004,129,Tpp
4229,635,1017,Tpp
4230,133,766,Tpp
4231,45,240,Tpp
4232,514,982,Tpp
4233,379,698,Tpp
4234,283,617,Tpp
4235,391,629,Tpp
4236,778,30,Tpp
4237,325,883,Tpp
4238,674,238,Tpp
4239,702,9,Tpp
4240,33,80,Tpp
4241,450,456,Tpp
4242,54,685,Tpp
4243,732,662,Tpp
4244,994,765,Tpp
4245,601,866,Tpp
4246,33,1018,Tpp
4247,283,732,Tpp
4248,314,951,Tpp
4249,219,272,Tpp
4250,726,974,Tpp
4251,598,123,Tpp
4252,637,261,Tpp
4253,319,776,Tpp
4254,725,907,Tpp
4255,386,157,Tpp
4256,219,594,Tpp
4257,1001,613,Tpp
4258,734,524,Tpp
4259,334,19,Tpp
4260,753,8,Tpp
4261,1,752,Tpp
4262,559,742,Tpp
4263,675,214,Tpp
4264,450,523,Tpp
4265,124,821,Tpp
4266,769,660,Tpp
4267,558,469,Tpp
4268,156,227,Tpp
4269,188,870,Tpp
4270,13,893,Tpp
4271,379,147,Tpp
4272,932,119,Tpp
4273,554,480,Tpp
4274,418,883,Tpp
4275,361,685,Tpp
4276,410,777,Tpp
4277,610,469,Tpp
4278,949,499,Tpp
4279,373,250,Tpp
4280,676,378,Tpp
4281,255,777,Tpp
4282,790,376,Tpp
4283,508,77,Tpp
4284,194,66,Tpp
4285,526,685,Tpp
4286,631,156,Tpp
4287,573,926,Tpp
4288,549,868,Tpp
4289,604,271,Tpp
4290,758,754,Tpp
4291,873,1005,Tpp
4292,611,721,Tpp
4293,624,972,Tpp
4294,33,742,Tpp
4295,860,500,Tpp
4296,680,961,Tpp
4297,34,719,Tpp
4298,643,387,Tpp
4299,355,537,Tpp
4300,765,353,Tpp
4301,321,43,Tpp
4302,816,950,Tpp
4303,943,466,Tpp
4304,706,545,Tpp
4305,546,285,Tpp
4306,372,319,Tpp
4307,412,249,Tpp
4308,195,570,Tpp
4309,303,515,Tpp
4310,400,297,Tpp
4311,424,639,Tpp
4312,476,662,Tpp
4313,207,525,Tpp
4314,495,124,Tpp
4315,622,674,Tpp
4316,104,523,Tpp
4317,23,821,Tpp
4318,308,754,Tpp
4319,162,745,Tpp
4320,924,476,Tpp
4321,380,721,Tpp
4322,41,833,Tpp
4323,622,906,Tpp
4324,637,972,Tpp
4325,187,217,Tpp
4326,873,314,Tpp
4327,823,660,Tpp
4328,785,362,Tpp
4329,739,1018,Tpp
4330,186,379,Tpp
4331,506,192,Tpp
4332,846,730,Tpp
4333,528,982,Tpp
4334,84,150,Tpp
4335,136,424,Tpp
4336,263,537,Tpp
4337,406,995,Tpp
4338,928,786,Tpp
4339,195,433,Tpp
4340,805,466,Tpp
4341,879,973,Tpp
4342,32,401,Tpp
4343,386,707,Tpp
4344,444,402,Tpp
4345,919,604,Tpp
4346,797,108,Tpp
4347,175,699,Tpp
4348,131,789,Tpp
4349,726,30,Tpp
4350,238,585,Tpp
4351,798,61,Tpp
4352,417,674,Tpp
4353,609,651,Tpp
4354,156,592,Tpp
4355,406,905,Tpp
4356,1006,396,Tpp
4357,817,443,Tpp
4358,566,592,Tpp
4359,462,456,Tpp
4360,526,615,Tpp
4361,257,756,Tpp
4362,321,501,Tpp
4363,80,456,Tpp
4364,717,445,Tpp
4365,707,201,Tpp
4366,423,366,Tpp
4367,861,198,Tpp
4368,815,98,Tpp
4369,972,843,Tpp
4370,108,125,Tpp
4371,105,501,Tpp
4372,430,584,Tpp
4373,462,776,Tpp
4374,399,500,Tpp
4375,560,262,Tpp
4376,712,283,Tpp
4377,859,684,Tpp
4378,540,456,Tpp
4379,60,605,Tpp
4380,748,454,Tpp
4381,9,560,Tpp
4382,180,158,Tpp
4383,842,8,Tpp
4384,673,765,Tpp
4385,60,869,Tpp
4386,956,374,Tpp
4387,245,365,Tpp
4388,610,377,Tpp
4389,117,44,Tpp
4390,939,834,Tpp
4391,430,357,Tpp
4392,761,431,Tpp
4393,71,172,Tpp
4394,386,435,Tpp
4395,669,271,Tpp
4396,380,32,Tpp
4397,689,260,Tpp
4398,127,67,Tpp
4399,309,296,Tpp
4400,505,883,Tpp
4401,309,88,Tpp
4402,513,523,Tpp
4403,982,467,Tpp
4404,541,731,Tpp
4405,341,10,Tpp
4406,340,101,Tpp
4407,78,136,Tpp
4408,946,166,Tpp
4409,733,455,Tpp
4410,606,812,Tpp
4411,368,193,Tpp
4412,659,859,Tpp
4413,773,788,Tpp
4414,302,193,Tpp
4415,20,995,Tpp
4416,289,102,Tpp
4417,118,434,Tpp
4418,494,676,Tpp
4419,482,536,Tpp
4420,848,1004,Tpp
4421,444,380,Tpp
4422,491,788,Tpp
4423,483,32,Tpp
4424,476,569,Tpp
4425,95,12,Tpp
4426,238,332,Tpp
4427,584,8,Tpp
4428,13,730,Tpp
4429,655,318,Tpp
4430,790,906,Tpp
4431,533,675,Tpp
4432,606,857,Tpp
4433,823,810,Tpp
4434,295,918,Tpp
4435,630,201,Tpp
4436,727,190,Tpp
4437,233,813,Tpp
4438,981,443,Tpp
4439,365,629,Tpp
4440,598,354,Tpp
4441,702,446,Tpp
4442,90,114,Tpp
4443,657,434,Tpp
4444,131,548,Tpp
4445,231,203,Tpp
4446,285,228,Tpp
4447,242,957,None
4448,238,699,Tpp
4449,956,995,Tpp
4450,232,89,Tpp
4451,603,615,Tpp
4452,815,603,Tpp
4453,265,653,Tpp
4454,413,180,Tpp
4455,28,546,Tpp
4456,572,77,Tpp
4457,880,1016,Tpp
4458,54,638,Tpp
4459,392,606,Tpp
4460,893,558,Tpp
4461,282,1004,Tpp
4462,135,378,Tpp
4463,598,651,Tpp
4464,732,85,Tpp
4465,148,172,Tpp
4466,834,269,Tpp
4467,163,562,Tpp
4468,8,974,Tpp
4469,193,410,Tpp
4470,478,811,Tpp
4471,994,1018,Tpp
4472,752,743,Tpp
4473,734,386,Tpp
4474,341,124,Tpp
4475,431,674,Tpp
4476,546,101,Tpp
4477,623,284,Tpp
4478,755,465,Tpp
4479,1009,1018,Tpp
4480,592,982,Tpp
4481,90,137,Tpp
4482,115,895,Tpp
4483,117,456,Tpp
4484,85,560,Tpp
4485,430,767,Tpp
4486,547,423,Tpp
4487,121,56,Tpp
4488,386,87,Tpp
4489,926,268,Tpp
4490,9,289,Tpp
4491,706,592,Tpp
4492,958,820,Tpp
4493,676,972,Tpp
4494,130,731,Tpp
4495,10,537,Tpp
4496,479,857,Tpp
4497,161,491,Tpp
4498,36,469,Tpp
4499,907,97,Tpp
4500,417,356,Tpp
4501,937,476,Tpp
4502,828,329,Tpp
4503,611,215,Tpp
4504,918,765,Tpp
4505,513,343,Tpp
4506,297,501,Tpp
4507,920,120,Tpp
4508,764,97,Tpp
4509,572,9,Tpp
4510,8,219,Tpp
4511,83,379,Tpp
4512,465,857,Tpp
4513,378,766,Tpp
4514,1003,38,Tpp
4515,341,309,Tpp
4516,918,304,Tpp
4517,970,166,Tpp
4518,219,480,Tpp
4519,314,101,Tpp
4520,110,104,Tpp
4521,656,270,Tpp
4522,146,766,Tpp
4523,926,291,Tpp
4524,913,568,Tpp
4525,294,894,Tpp
4526,794,660,Tpp
4527,521,1018,Tpp
4528,144,615,Tpp
4529,275,744,Tpp
4530,380,490,Tpp
4531,772,810,Tpp
4532,649,192,Tpp
4533,521,192,Tpp
4534,565,568,Tpp
4535,568,812,Tpp
4536,508,445,Tpp
4537,534,721,Tpp
4538,662,308,Tpp
4539,200,538,Tpp
4540,34,652,Tpp
4541,79,835,Tpp
4542,155,433,Tpp
4543,101,894,Tpp
4544,745,201,Tpp
4545,796,894,Tpp
4546,634,560,Tpp
4547,328,560,Tpp
4548,749,882,Tpp
4549,495,192,Tpp
4550,294,960,Tpp
4551,141,181,Tpp
4552,637,355,Tpp
4553,124,871,Tpp
4554,683,64,Tpp
4555,552,502,Tpp
4556,755,189,Tpp
4557,443,926,Tpp
4558,154,860,Tpp
4559,1020,972,Tpp
4560,720,812,Tpp
4561,897,775,Tpp
4562,249,11,Tpp
4563,790,328,Tpp
4564,888,834,Tpp
4565,336,501,Tpp
4566,239,745,Tpp
4567,436,594,Tpp
4568,981,581,Tpp
4569,118,500,Tpp
4570,842,537,Tpp
4571,463,250,Tpp
4572,632,859,Tpp
4573,702,377,Tpp
4574,700,307,Tpp
4575,762,604,Tpp
4576,572,261,Tpp
4577,399,616,Tpp
4578,295,272,Tpp
4579,212,125,Tpp
4580,212,447,Tpp
4581,398,434,Tpp
4582,350,974,Tpp
4583,1000,407,Tpp
4584,615,616,Tpp
4585,373,546,Tpp
4586,642,685,Tpp
4587,167,22,Tpp
4588,372,686,Tpp
4589,750,994,Tpp
4590,866,950,Tpp
4591,310,918,Tpp
4592,936,360,Tpp
4593,500,319,Tpp
4594,110,652,Tpp
4595,848,269,Tpp
4596,275,1018,Tpp
4597,10,446,Tpp
4598,660,629,Tpp
4599,333,663,Tpp
4600,464,732,Tpp
4601,517,787,Tpp
4602,1,345,Tpp
4603,636,191,Tpp
4604,853,929,Tpp
4605,49,868,Tpp
4606,913,176,Tpp
4607,784,291,Tpp
4608,310,366,Tpp
4609,188,745,Tpp
4610,231,755,Tpp
4611,668,202,Tpp
4612,502,295,Tpp
4613,520,309,Tpp
4614,469,468,Tpp
4615,709,478,Tpp
4616,692,752,Tpp
4617,679,615,Tpp
4618,713,307,Tpp
4619,142,479,Tpp
4620,455,514,Tpp
4621,322,754,Tpp
4622,20,127,Tpp
4623,232,480,Tpp
4624,149,676,Tpp
4625,555,833,Tpp
4626,650,54,Tpp
4627,738,720,Tpp
4628,380,78,Tpp
4629,488,709,Tpp
4630,700,214,Tpp
4631,725,699,Tpp
4632,1021,905,Tpp
4633,725,652,Tpp
4634,342,447,Tpp
4635,527,272,Tpp
4636,815,305,Tpp
4637,460,844,Tpp
4638,66,638,Tpp
4639,732,938,Tpp
4640,670,223,Tpp
4641,45,57,None
4642,842,513,Tpp
4643,135,537,Tpp
4644,67,956,None
4645,708,812,Tpp
4646,702,846,Tpp
4647,778,167,Tpp
4648,746,270,Tpp
4649,321,731,Tpp
4650,694,154,Tpp
4651,367,973,Tpp
4652,287,994,Tpp
4653,78,205,Tpp
4654,239,470,Tpp
4655,447,869,Tpp
4656,720,341,Tpp
4657,1008,327,Tpp
4658,610,744,Tpp
4659,347,961,Tpp
4660,520,652,Tpp
4661,367,675,Tpp
4662,354,78,Tpp
4663,186,309,Tpp
4664,464,686,Tpp
4665,854,952,Tpp
4666,719,684,Tpp
4667,879,559,Tpp
4668,470,10,Tpp
4669,668,501,Tpp
4670,995,350,Tpp
4671,474,592,Tpp
4672,309,732,Tpp
4673,585,238,Tpp
4674,745,524,Tpp
4675,387,135,Tpp
4676,242,1004,Tpp
4677,786,17,Tpp
4678,315,33,Tpp
4679,283,708,Tpp
4680,1006,581,Tpp
4681,539,937,Tpp
4682,763,743,Tpp
4683,258,916,Tpp
4684,347,88,Tpp
4685,847,894,Tpp
4686,380,675,Tpp
4687,71,379,Tpp
4688,168,731,Tpp
4689,771,592,Tpp
4690,744,638,Tpp
4691,955,534,Tpp
4692,457,124,Tpp
4693,815,375,Tpp
4694,766,75,Tpp
4695,893,6,Tpp
4696,284,367,Tpp
4697,72,355,Tpp
4698,983,820,Tpp
4699,540,1005,Tpp
4700,752,98,Tpp
4701,559,332,Tpp
4702,648,353,Tpp
4703,828,535,Tpp
4704,267,777,Tpp
4705,514,685,Tpp
4706,142,547,Tpp
4707,911,314,Tpp
4708,688,54,Tpp
4709,1009,72,Tpp
4710,783,752,Tpp
4711,561,844,Tpp
4712,542,88,Tpp
4713,36,844,Tpp
4714,405,402,Tpp
4715,740,581,Tpp
4716,270,43,Tpp
4717,372,87,Tpp
4718,188,515,Tpp
4719,648,237,Tpp
4720,207,754,Tpp
4721,765,582,Tpp
4722,838,672,Tpp
4723,169,709,Tpp
4724,828,929,Tpp
4725,502,226,Tpp
4726,522,558,Tpp
4727,547,560,Tpp
4728,284,479,Tpp
4729,270,112,Tpp
4730,283,434,Tpp
4731,969,444,Tpp
